Role,Speed,Endpoint 1 Name,Endpoint 1 Type,Endpoint 1 Interface ID,Endpoint 1 Interface Name,Endpoint 1 IP,Endpoint 2 Name,Endpoint 2 Type,Endpoint 2 Interface ID,Endpoint 2 Interface Name,Endpoint 2 IP,Rack
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/31:1,10.0.44.116/31,spine001_001_01,Spine,,et-0/0/41:1,10.0.44.117/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/32:0,10.0.44.118/31,spine001_001_02,Spine,,et-0/0/41:0,10.0.44.119/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/32:1,10.0.44.120/31,spine001_001_02,Spine,,et-0/0/41:1,10.0.44.121/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/33:0,10.0.44.122/31,spine001_001_03,Spine,,et-0/0/41:0,10.0.44.123/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/33:1,10.0.44.124/31,spine001_001_03,Spine,,et-0/0/41:1,10.0.44.125/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/34:0,10.0.44.126/31,spine001_001_04,Spine,,et-0/0/41:0,10.0.44.127/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/34:1,10.0.44.128/31,spine001_001_04,Spine,,et-0/0/41:1,10.0.44.129/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/35:0,10.0.44.130/31,spine001_001_05,Spine,,et-0/0/41:0,10.0.44.131/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/35:1,10.0.44.132/31,spine001_001_05,Spine,,et-0/0/41:1,10.0.44.133/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/36:0,10.0.44.134/31,spine001_001_06,Spine,,et-0/0/41:0,10.0.44.135/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/36:1,10.0.44.136/31,spine001_001_06,Spine,,et-0/0/41:1,10.0.44.137/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/37:0,10.0.44.138/31,spine001_001_07,Spine,,et-0/0/41:0,10.0.44.139/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/37:1,10.0.44.140/31,spine001_001_07,Spine,,et-0/0/41:1,10.0.44.141/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/38:0,10.0.44.142/31,spine001_001_08,Spine,,et-0/0/41:0,10.0.44.143/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/38:1,10.0.44.144/31,spine001_001_08,Spine,,et-0/0/41:1,10.0.44.145/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/39:0,10.0.44.146/31,spine001_001_09,Spine,,et-0/0/41:0,10.0.44.147/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/39:1,10.0.44.148/31,spine001_001_09,Spine,,et-0/0/41:1,10.0.44.149/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/40:0,10.0.44.150/31,spine001_001_10,Spine,,et-0/0/41:0,10.0.44.151/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/40:1,10.0.44.152/31,spine001_001_10,Spine,,et-0/0/41:1,10.0.44.153/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/41:0,10.0.44.154/31,spine001_001_11,Spine,,et-0/0/41:0,10.0.44.155/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/41:1,10.0.44.156/31,spine001_001_11,Spine,,et-0/0/41:1,10.0.44.157/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/42:0,10.0.44.158/31,spine001_001_12,Spine,,et-0/0/41:0,10.0.44.159/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/42:1,10.0.44.160/31,spine001_001_12,Spine,,et-0/0/41:1,10.0.44.161/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/43:0,10.0.44.162/31,spine001_001_13,Spine,,et-0/0/41:0,10.0.44.163/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/43:1,10.0.44.164/31,spine001_001_13,Spine,,et-0/0/41:1,10.0.44.165/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/44:0,10.0.44.166/31,spine001_001_14,Spine,,et-0/0/41:0,10.0.44.167/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/44:1,10.0.44.168/31,spine001_001_14,Spine,,et-0/0/41:1,10.0.44.169/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/45:0,10.0.44.170/31,spine001_001_15,Spine,,et-0/0/41:0,10.0.44.171/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/45:1,10.0.44.172/31,spine001_001_15,Spine,,et-0/0/41:1,10.0.44.173/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/46:0,10.0.44.174/31,spine001_001_16,Spine,,et-0/0/41:0,10.0.44.175/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/46:1,10.0.44.176/31,spine001_001_16,Spine,,et-0/0/41:1,10.0.44.177/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/47:0,10.0.44.178/31,spine001_001_17,Spine,,et-0/0/41:0,10.0.44.179/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/47:1,10.0.44.180/31,spine001_001_17,Spine,,et-0/0/41:1,10.0.44.181/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/48:0,10.0.44.182/31,spine001_001_18,Spine,,et-0/0/41:0,10.0.44.183/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/48:1,10.0.44.184/31,spine001_001_18,Spine,,et-0/0/41:1,10.0.44.185/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/49:0,10.0.44.186/31,spine001_001_19,Spine,,et-0/0/41:0,10.0.44.187/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/49:1,10.0.44.188/31,spine001_001_19,Spine,,et-0/0/41:1,10.0.44.189/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/50:0,10.0.44.190/31,spine001_001_20,Spine,,et-0/0/41:0,10.0.44.191/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/50:1,10.0.44.192/31,spine001_001_20,Spine,,et-0/0/41:1,10.0.44.193/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/51:0,10.0.44.194/31,spine001_001_21,Spine,,et-0/0/41:0,10.0.44.195/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/51:1,10.0.44.196/31,spine001_001_21,Spine,,et-0/0/41:1,10.0.44.197/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/52:0,10.0.44.198/31,spine001_001_22,Spine,,et-0/0/41:0,10.0.44.199/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/52:1,10.0.44.200/31,spine001_001_22,Spine,,et-0/0/41:1,10.0.44.201/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/53:0,10.0.44.202/31,spine001_001_23,Spine,,et-0/0/41:0,10.0.44.203/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/53:1,10.0.44.204/31,spine001_001_23,Spine,,et-0/0/41:1,10.0.44.205/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/54:0,10.0.44.206/31,spine001_001_24,Spine,,et-0/0/41:0,10.0.44.207/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/54:1,10.0.44.208/31,spine001_001_24,Spine,,et-0/0/41:1,10.0.44.209/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/55:0,10.0.44.210/31,spine001_001_25,Spine,,et-0/0/41:0,10.0.44.211/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/55:1,10.0.44.212/31,spine001_001_25,Spine,,et-0/0/41:1,10.0.44.213/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/56:0,10.0.44.214/31,spine001_001_26,Spine,,et-0/0/41:0,10.0.44.215/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/56:1,10.0.44.216/31,spine001_001_26,Spine,,et-0/0/41:1,10.0.44.217/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/57:0,10.0.44.218/31,spine001_001_27,Spine,,et-0/0/41:0,10.0.44.219/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/57:1,10.0.44.220/31,spine001_001_27,Spine,,et-0/0/41:1,10.0.44.221/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/58:0,10.0.44.222/31,spine001_001_28,Spine,,et-0/0/41:0,10.0.44.223/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/58:1,10.0.44.224/31,spine001_001_28,Spine,,et-0/0/41:1,10.0.44.225/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/59:0,10.0.44.226/31,spine001_001_29,Spine,,et-0/0/41:0,10.0.44.227/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/59:1,10.0.44.228/31,spine001_001_29,Spine,,et-0/0/41:1,10.0.44.229/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/60:0,10.0.44.230/31,spine001_001_30,Spine,,et-0/0/41:0,10.0.44.231/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/60:1,10.0.44.232/31,spine001_001_30,Spine,,et-0/0/41:1,10.0.44.233/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/61:0,10.0.44.234/31,spine001_001_31,Spine,,et-0/0/41:0,10.0.44.235/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/61:1,10.0.44.236/31,spine001_001_31,Spine,,et-0/0/41:1,10.0.44.237/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/62:0,10.0.44.238/31,spine001_001_32,Spine,,et-0/0/41:0,10.0.44.239/31,
Spine to Leaf,400G,leaf001_006_7,Leaf,,et-0/0/62:1,10.0.44.240/31,spine001_001_32,Spine,,et-0/0/41:1,10.0.44.241/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/31:0,10.0.44.242/31,spine001_001_01,Spine,,et-0/0/42:0,10.0.44.243/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/31:1,10.0.44.244/31,spine001_001_01,Spine,,et-0/0/42:1,10.0.44.245/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/32:0,10.0.44.246/31,spine001_001_02,Spine,,et-0/0/42:0,10.0.44.247/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/32:1,10.0.44.248/31,spine001_001_02,Spine,,et-0/0/42:1,10.0.44.249/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/33:0,10.0.44.250/31,spine001_001_03,Spine,,et-0/0/42:0,10.0.44.251/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/33:1,10.0.44.252/31,spine001_001_03,Spine,,et-0/0/42:1,10.0.44.253/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/34:0,10.0.45.2/31,spine001_001_04,Spine,,et-0/0/42:0,10.0.45.3/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/34:1,10.0.45.4/31,spine001_001_04,Spine,,et-0/0/42:1,10.0.45.5/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/35:0,10.0.45.6/31,spine001_001_05,Spine,,et-0/0/42:0,10.0.45.7/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/35:1,10.0.45.8/31,spine001_001_05,Spine,,et-0/0/42:1,10.0.45.9/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/36:0,10.0.45.10/31,spine001_001_06,Spine,,et-0/0/42:0,10.0.45.11/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/36:1,10.0.45.12/31,spine001_001_06,Spine,,et-0/0/42:1,10.0.45.13/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/37:0,10.0.45.14/31,spine001_001_07,Spine,,et-0/0/42:0,10.0.45.15/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/37:1,10.0.45.16/31,spine001_001_07,Spine,,et-0/0/42:1,10.0.45.17/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/38:0,10.0.45.18/31,spine001_001_08,Spine,,et-0/0/42:0,10.0.45.19/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/38:1,10.0.45.20/31,spine001_001_08,Spine,,et-0/0/42:1,10.0.45.21/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/39:0,10.0.45.22/31,spine001_001_09,Spine,,et-0/0/42:0,10.0.45.23/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/39:1,10.0.45.24/31,spine001_001_09,Spine,,et-0/0/42:1,10.0.45.25/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/40:0,10.0.45.26/31,spine001_001_10,Spine,,et-0/0/42:0,10.0.45.27/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/40:1,10.0.45.28/31,spine001_001_10,Spine,,et-0/0/42:1,10.0.45.29/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/41:0,10.0.45.30/31,spine001_001_11,Spine,,et-0/0/42:0,10.0.45.31/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/41:1,10.0.45.32/31,spine001_001_11,Spine,,et-0/0/42:1,10.0.45.33/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/42:0,10.0.45.34/31,spine001_001_12,Spine,,et-0/0/42:0,10.0.45.35/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/42:1,10.0.45.36/31,spine001_001_12,Spine,,et-0/0/42:1,10.0.45.37/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/43:0,10.0.45.38/31,spine001_001_13,Spine,,et-0/0/42:0,10.0.45.39/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/43:1,10.0.45.40/31,spine001_001_13,Spine,,et-0/0/42:1,10.0.45.41/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/44:0,10.0.45.42/31,spine001_001_14,Spine,,et-0/0/42:0,10.0.45.43/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/44:1,10.0.45.44/31,spine001_001_14,Spine,,et-0/0/42:1,10.0.45.45/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/45:0,10.0.45.46/31,spine001_001_15,Spine,,et-0/0/42:0,10.0.45.47/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/45:1,10.0.45.48/31,spine001_001_15,Spine,,et-0/0/42:1,10.0.45.49/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/46:0,10.0.45.50/31,spine001_001_16,Spine,,et-0/0/42:0,10.0.45.51/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/46:1,10.0.45.52/31,spine001_001_16,Spine,,et-0/0/42:1,10.0.45.53/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/47:0,10.0.45.54/31,spine001_001_17,Spine,,et-0/0/42:0,10.0.45.55/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/47:1,10.0.45.56/31,spine001_001_17,Spine,,et-0/0/42:1,10.0.45.57/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/48:0,10.0.45.58/31,spine001_001_18,Spine,,et-0/0/42:0,10.0.45.59/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/48:1,10.0.45.60/31,spine001_001_18,Spine,,et-0/0/42:1,10.0.45.61/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/49:0,10.0.45.62/31,spine001_001_19,Spine,,et-0/0/42:0,10.0.45.63/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/49:1,10.0.45.64/31,spine001_001_19,Spine,,et-0/0/42:1,10.0.45.65/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/50:0,10.0.45.66/31,spine001_001_20,Spine,,et-0/0/42:0,10.0.45.67/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/50:1,10.0.45.68/31,spine001_001_20,Spine,,et-0/0/42:1,10.0.45.69/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/51:0,10.0.45.70/31,spine001_001_21,Spine,,et-0/0/42:0,10.0.45.71/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/51:1,10.0.45.72/31,spine001_001_21,Spine,,et-0/0/42:1,10.0.45.73/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/52:0,10.0.45.74/31,spine001_001_22,Spine,,et-0/0/42:0,10.0.45.75/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/52:1,10.0.45.76/31,spine001_001_22,Spine,,et-0/0/42:1,10.0.45.77/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/53:0,10.0.45.78/31,spine001_001_23,Spine,,et-0/0/42:0,10.0.45.79/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/53:1,10.0.45.80/31,spine001_001_23,Spine,,et-0/0/42:1,10.0.45.81/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/54:0,10.0.45.82/31,spine001_001_24,Spine,,et-0/0/42:0,10.0.45.83/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/54:1,10.0.45.84/31,spine001_001_24,Spine,,et-0/0/42:1,10.0.45.85/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/55:0,10.0.45.86/31,spine001_001_25,Spine,,et-0/0/42:0,10.0.45.87/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/55:1,10.0.45.88/31,spine001_001_25,Spine,,et-0/0/42:1,10.0.45.89/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/56:0,10.0.45.90/31,spine001_001_26,Spine,,et-0/0/42:0,10.0.45.91/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/56:1,10.0.45.92/31,spine001_001_26,Spine,,et-0/0/42:1,10.0.45.93/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/57:0,10.0.45.94/31,spine001_001_27,Spine,,et-0/0/42:0,10.0.45.95/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/57:1,10.0.45.96/31,spine001_001_27,Spine,,et-0/0/42:1,10.0.45.97/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/58:0,10.0.45.98/31,spine001_001_28,Spine,,et-0/0/42:0,10.0.45.99/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/58:1,10.0.45.100/31,spine001_001_28,Spine,,et-0/0/42:1,10.0.45.101/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/59:0,10.0.45.102/31,spine001_001_29,Spine,,et-0/0/42:0,10.0.45.103/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/59:1,10.0.45.104/31,spine001_001_29,Spine,,et-0/0/42:1,10.0.45.105/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/60:0,10.0.45.106/31,spine001_001_30,Spine,,et-0/0/42:0,10.0.45.107/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/60:1,10.0.45.108/31,spine001_001_30,Spine,,et-0/0/42:1,10.0.45.109/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/61:0,10.0.45.110/31,spine001_001_31,Spine,,et-0/0/42:0,10.0.45.111/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/61:1,10.0.45.112/31,spine001_001_31,Spine,,et-0/0/42:1,10.0.45.113/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/62:0,10.0.45.114/31,spine001_001_32,Spine,,et-0/0/42:0,10.0.45.115/31,
Spine to Leaf,400G,leaf001_001_8,Leaf,,et-0/0/62:1,10.0.45.116/31,spine001_001_32,Spine,,et-0/0/42:1,10.0.45.117/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/31:0,10.0.45.118/31,spine001_001_01,Spine,,et-0/0/43:0,10.0.45.119/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/31:1,10.0.45.120/31,spine001_001_01,Spine,,et-0/0/43:1,10.0.45.121/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/32:0,10.0.45.122/31,spine001_001_02,Spine,,et-0/0/43:0,10.0.45.123/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/32:1,10.0.45.124/31,spine001_001_02,Spine,,et-0/0/43:1,10.0.45.125/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/33:0,10.0.45.126/31,spine001_001_03,Spine,,et-0/0/43:0,10.0.45.127/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/33:1,10.0.45.128/31,spine001_001_03,Spine,,et-0/0/43:1,10.0.45.129/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/34:0,10.0.45.130/31,spine001_001_04,Spine,,et-0/0/43:0,10.0.45.131/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/34:1,10.0.45.132/31,spine001_001_04,Spine,,et-0/0/43:1,10.0.45.133/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/35:0,10.0.45.134/31,spine001_001_05,Spine,,et-0/0/43:0,10.0.45.135/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/35:1,10.0.45.136/31,spine001_001_05,Spine,,et-0/0/43:1,10.0.45.137/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/36:0,10.0.45.138/31,spine001_001_06,Spine,,et-0/0/43:0,10.0.45.139/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/36:1,10.0.45.140/31,spine001_001_06,Spine,,et-0/0/43:1,10.0.45.141/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/37:0,10.0.45.142/31,spine001_001_07,Spine,,et-0/0/43:0,10.0.45.143/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/37:1,10.0.45.144/31,spine001_001_07,Spine,,et-0/0/43:1,10.0.45.145/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/38:0,10.0.45.146/31,spine001_001_08,Spine,,et-0/0/43:0,10.0.45.147/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/38:1,10.0.45.148/31,spine001_001_08,Spine,,et-0/0/43:1,10.0.45.149/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/39:0,10.0.45.150/31,spine001_001_09,Spine,,et-0/0/43:0,10.0.45.151/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/39:1,10.0.45.152/31,spine001_001_09,Spine,,et-0/0/43:1,10.0.45.153/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/40:0,10.0.45.154/31,spine001_001_10,Spine,,et-0/0/43:0,10.0.45.155/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/40:1,10.0.45.156/31,spine001_001_10,Spine,,et-0/0/43:1,10.0.45.157/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/41:0,10.0.45.158/31,spine001_001_11,Spine,,et-0/0/43:0,10.0.45.159/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/41:1,10.0.45.160/31,spine001_001_11,Spine,,et-0/0/43:1,10.0.45.161/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/42:0,10.0.45.162/31,spine001_001_12,Spine,,et-0/0/43:0,10.0.45.163/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/42:1,10.0.45.164/31,spine001_001_12,Spine,,et-0/0/43:1,10.0.45.165/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/43:0,10.0.45.166/31,spine001_001_13,Spine,,et-0/0/43:0,10.0.45.167/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/43:1,10.0.45.168/31,spine001_001_13,Spine,,et-0/0/43:1,10.0.45.169/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/44:0,10.0.45.170/31,spine001_001_14,Spine,,et-0/0/43:0,10.0.45.171/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/44:1,10.0.45.172/31,spine001_001_14,Spine,,et-0/0/43:1,10.0.45.173/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/45:0,10.0.45.174/31,spine001_001_15,Spine,,et-0/0/43:0,10.0.45.175/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/45:1,10.0.45.176/31,spine001_001_15,Spine,,et-0/0/43:1,10.0.45.177/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/46:0,10.0.45.178/31,spine001_001_16,Spine,,et-0/0/43:0,10.0.45.179/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/46:1,10.0.45.180/31,spine001_001_16,Spine,,et-0/0/43:1,10.0.45.181/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/47:0,10.0.45.182/31,spine001_001_17,Spine,,et-0/0/43:0,10.0.45.183/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/47:1,10.0.45.184/31,spine001_001_17,Spine,,et-0/0/43:1,10.0.45.185/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/48:0,10.0.45.186/31,spine001_001_18,Spine,,et-0/0/43:0,10.0.45.187/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/48:1,10.0.45.188/31,spine001_001_18,Spine,,et-0/0/43:1,10.0.45.189/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/49:0,10.0.45.190/31,spine001_001_19,Spine,,et-0/0/43:0,10.0.45.191/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/49:1,10.0.45.192/31,spine001_001_19,Spine,,et-0/0/43:1,10.0.45.193/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/50:0,10.0.45.194/31,spine001_001_20,Spine,,et-0/0/43:0,10.0.45.195/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/50:1,10.0.45.196/31,spine001_001_20,Spine,,et-0/0/43:1,10.0.45.197/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/51:0,10.0.45.198/31,spine001_001_21,Spine,,et-0/0/43:0,10.0.45.199/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/51:1,10.0.45.200/31,spine001_001_21,Spine,,et-0/0/43:1,10.0.45.201/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/52:0,10.0.45.202/31,spine001_001_22,Spine,,et-0/0/43:0,10.0.45.203/31,
Spine to Leaf,400G,leaf001_002_8,Leaf,,et-0/0/52:1,10.0.45.204/31,spine001_001_22,Spine,,et-0/0/43:1,10.0.45.205/31,
